,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
866,Knight Rock,Faridabad,77.304776,28.4901567,"North Indian, Chinese",500,0,0,0,2,2.8,16
867,Punjab Restaurant,Faridabad,77.305563,28.4901368,North Indian,150,0,0,0,1,2.8,8
868,Raju Dhaba,Faridabad,77.3061016,28.4900979,North Indian,150,0,0,0,1,2.9,8
869,Rakheja Bakery,Faridabad,77.3057446,28.490062,Bakery,100,0,0,0,1,2.8,7
870,Snax Points,Faridabad,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300,0,0,0,1,3.0,4
871,Aggarwal Sweet Corner,Faridabad,77.30274167,28.49629167,Mithai,100,0,0,0,1,0.0,1
872,Kashyap Vaishno Dhaba,Faridabad,77.303542,28.4959154,North Indian,100,0,0,0,1,0.0,3
873,Total Food Court,Faridabad,0.0,0.0,"North Indian, Mughlai, Chinese",400,0,0,0,1,0.0,3
874,The Chaiwalas,Faridabad,77.3000877,28.4262842,Cafe,300,0,0,0,1,0.0,0
875,Cafe And More,Faridabad,77.2905651,28.4946638,"Fast Food, North Indian",300,0,0,0,1,2.9,4
876,Green Chick Chop,Faridabad,77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.0,7
877,Kolkata Hot Kathi Rolls,Faridabad,77.2918292,28.4922473,"Fast Food, Chinese",300,0,0,0,1,2.9,11
878,Aapki Rasoi,Faridabad,77.2918292,28.4990636,North Indian,200,0,0,0,1,0.0,1
879,Fusion Food Corner,Faridabad,0.0,0.0,"North Indian, Chinese",300,0,0,0,1,0.0,0
880,Punjabi Rasoi,Faridabad,77.292431,28.4923251,North Indian,400,0,0,0,1,0.0,0
881,Kebab Xpress,Faridabad,77.3074479,28.4698631,"North Indian, Mughlai",600,0,1,0,2,2.8,49
882,McDonald's,Faridabad,77.3074479,28.4695043,"Fast Food, Burger",500,0,0,0,2,3.4,58
883,Suruchi,Faridabad,77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",700,0,0,0,2,3.4,233
884,Berco's,Faridabad,77.3072684,28.4700256,"Chinese, Thai",1100,0,1,0,3,3.8,508
885,Dunkin' Donuts,Faridabad,77.3074031,28.4693655,"Burger, Desserts, Fast Food",600,0,1,0,2,3.6,98
886,The Chocolate Room,Faridabad,77.3074031,28.4693655,"Cafe, Desserts",900,0,1,0,2,3.6,59
887,Baskin Robbin,Faridabad,77.3074479,28.469594,Desserts,300,0,0,0,1,0.0,0
888,Popcorn Fusion,Faridabad,77.3074031,28.4693655,Fast Food,200,0,0,0,1,0.0,1
889,Subway,Faridabad,77.3074928,28.4700019,"American, Fast Food, Salad, Healthy Food",500,0,0,0,2,0.0,2
890,KFC,Faridabad,77.30706006,28.46980656,"American, Fast Food, Burger",500,0,1,0,2,2.1,57
891,Barbeque Nation,Faridabad,77.3073785,28.4698629,North Indian,1600,0,0,0,3,4.0,299
892,Yo! China,Faridabad,77.3074031,28.4693655,Chinese,1300,0,1,0,3,4.1,239
893,Giani's,Faridabad,77.3130127,28.3980691,"Ice Cream, Desserts",400,0,0,0,1,3.2,16
894,Momo-Cha,Faridabad,77.3130127,28.3979794,Fast Food,200,0,1,0,1,2.7,16
895,Shree Rathnam,Faridabad,77.3128332,28.397424,"South Indian, North Indian, Chinese",800,0,1,0,2,3.4,48
896,Mirage Restro Bar,Faridabad,77.3131025,28.3978083,"North Indian, Mughlai",1000,1,0,0,3,2.4,25
897,Jai Jagannath Hotel,Faridabad,77.294319,28.4937692,South Indian,200,0,0,0,1,0.0,3
898,Gelato Vinto,Faridabad,77.3139102,28.3868454,"Desserts, Ice Cream",250,0,0,0,1,2.8,12
899,Maggi Point,Faridabad,77.3140449,28.3869029,Fast Food,200,0,0,0,1,0.0,2
900,Angaar,Faridabad,77.3056977,28.4719854,"North Indian, Chinese",1200,1,0,0,3,0.0,0
901,TcozY,Faridabad,77.3066401,28.4722089,Cafe,1500,0,0,0,3,0.0,0
902,The Retriever,Faridabad,77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1500,1,0,0,3,0.0,0
903,Bangali Sweets & Restaurant,Faridabad,77.3153578,28.4534629,Mithai,100,0,0,0,1,0.0,2
904,Silver,Faridabad,77.316429,28.446715,"North Indian, Chinese, Continental",1500,1,0,0,3,0.0,3
905,Chill 'N Grill,Faridabad,77.2900667,28.3954463,North Indian,300,0,0,0,1,0.0,0
906,Punjabi Restaurant,Faridabad,77.2874809,28.3939512,"North Indian, Mughlai",500,0,0,0,2,0.0,0
907,Standard Chicken Point,Faridabad,77.2875524,28.3940171,Mughlai,500,0,0,0,2,0.0,0
908,The Grillz & Gravy,Faridabad,77.2922781,28.3982684,"North Indian, Chinese",400,0,0,0,1,0.0,0
909,Cakes 'n Bakes - Park Plaza,Faridabad,77.2969459,28.4292178,Bakery,1000,0,0,0,3,3.0,15
910,Cafe Bite,Faridabad,77.3144487,28.383665,Cafe,500,0,0,0,2,3.2,19
911,Cafe Light,Faridabad,77.3144877,28.3837046,"Cafe, Chinese, Fast Food",500,0,0,0,2,2.8,8
912,Little Cafe,Faridabad,77.3145373,28.3836738,"Fast Food, Beverages",300,0,0,0,1,0.0,0
913,Momo-Cha,Faridabad,77.3291609,28.3754863,"North Indian, Chinese",450,0,0,0,1,2.8,20
914,Oregano India,Faridabad,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,0,0,0,2,3.1,11
915,Sagar Bakery,Faridabad,77.3270132,28.3692291,Bakery,150,0,0,0,1,3.0,11
916,Smugglers,Faridabad,77.329628,28.3702087,North Indian,450,0,1,0,1,3.1,7
917,Welcome,Faridabad,77.3288978,28.3777541,"North Indian, Chinese",700,1,0,0,2,2.9,13
918,Giani's,Faridabad,77.3270132,28.3692291,"Ice Cream, Desserts",400,0,0,0,1,0.0,0
919,Invitation,Faridabad,0.0,0.0,North Indian,700,0,0,0,2,0.0,3
920,New Dilight,Faridabad,77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500,0,0,0,2,0.0,0
921,Chimney,Faridabad,77.319026,28.3725172,"North Indian, Mughlai, Chinese",800,1,1,0,2,3.3,25
922,Chopstick,Faridabad,77.3185858,28.371835,Chinese,300,0,0,0,1,3.0,22
923,Hot & Tasty Chinese Food,Faridabad,77.3184832,28.3719511,"North Indian, Chinese",450,0,0,0,1,2.6,26
924,Sanjha Chulha,Faridabad,77.32157,28.3692881,"North Indian, Mughlai",700,0,1,0,2,2.9,16
925,Frontier,Faridabad,77.31429167,28.38339444,Bakery,200,0,0,0,1,2.9,7
926,Oxy Lounge,Faridabad,77.3244365,28.384502,"North Indian, Chinese, Italian",1500,1,1,0,3,3.1,28
927,City Dhaba,Faridabad,77.3144456,28.3811924,"North Indian, Chinese",550,0,0,0,2,0.0,0
928,Garam Masala,Faridabad,0.0,0.0,"North Indian, Chinese",400,0,0,0,1,0.0,0
929,Mittal Fast Food,Faridabad,77.32425,28.38471389,Fast Food,100,0,0,0,1,0.0,0
930,Al Bake,Faridabad,77.3229299,28.395009,"North Indian, Chinese",600,0,1,0,2,3.2,31
931,Anupam Sweet,Faridabad,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,0,0,0,1,3.4,70
932,Cafe Coffee Day,Faridabad,77.3236112,28.3952671,Cafe,450,0,0,0,1,3.3,67
933,Chicago Pizza,Faridabad,77.3217184,28.3950296,Pizza,600,0,0,0,2,2.7,35
934,Crispy Crust,Faridabad,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500,0,1,0,2,3.4,22
935,Frontier,Faridabad,77.3235114,28.3951274,Bakery,200,0,0,0,1,3.3,17
936,Gulab,Faridabad,77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,0,1,0,2,2.6,39
937,Hunger Cure Express,Faridabad,77.3217312,28.3946937,"Fast Food, Beverages",500,0,0,0,2,3.3,35
938,Maitre Patissier,Faridabad,0.0,0.0,Bakery,500,0,0,0,2,3.4,35
939,Momo-Cha,Faridabad,77.3224363,28.3951869,"Chinese, Fast Food",400,0,0,0,1,2.7,32
940,Nirula's,Faridabad,77.292179,28.452631,"Fast Food, Desserts, Ice Cream, Beverages",950,0,0,0,2,2.6,14
941,The Grub House,Faridabad,77.323244,28.3950834,"Cafe, North Indian, Chinese, Continental",600,0,0,0,2,2.7,17
942,Twenty Four Seven,Faridabad,77.3234608,28.3950913,"Fast Food, North Indian",300,0,0,0,1,3.4,35
943,Cafe Parmesan,Faridabad,77.3236479,28.3950766,Italian,1000,0,0,0,3,4.5,799
944,Briosca,Faridabad,77.3234235,28.3952798,"Bakery, Fast Food",400,0,1,0,1,3.6,62
945,Burger Point,Faridabad,77.3220773,28.3949736,"Burger, Fast Food",300,0,1,0,1,3.5,24
946,Cafe Grub Up,Faridabad,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900,1,0,0,2,3.8,134
947,Cakes At Bhawanas,Faridabad,77.317231,28.393261,Bakery,400,0,0,0,1,3.5,26
948,Chaudhary Bhojnalaya,Faridabad,77.3240517,28.3953389,North Indian,400,0,0,0,1,3.6,93
949,Chickenette,Faridabad,77.3244107,28.3951035,"Raw Meats, North Indian, Chinese, Fast Food",650,0,0,0,2,3.7,280
950,Giani,Faridabad,77.3216428,28.3951385,"Ice Cream, Desserts",400,0,0,0,1,3.6,70
951,Green Chick Chop,Faridabad,77.3244107,28.3951932,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.5,31
952,Hash Stix,Faridabad,77.32343964,28.39483205,Fast Food,250,0,0,0,1,3.6,25
953,Juice On Go,Faridabad,77.32328642,28.39527358,"Juices, Beverages",150,0,0,0,1,3.5,18
954,Keventers,Faridabad,77.3218081,28.3947688,Beverages,400,0,0,0,1,3.6,27
955,MD's Kebabs & Curries,Faridabad,77.3244107,28.395283,"North Indian, Mughlai, Chinese",750,0,1,0,2,3.8,27
956,Perfect Bake,Faridabad,77.29659833,28.43002333,"Bakery, Fast Food",400,0,0,0,1,3.5,39
957,Perfect Bake,Faridabad,77.3231543,28.3952545,"Bakery, Fast Food",400,0,0,0,1,3.6,126
958,Sethi's Delicacy,Faridabad,77.3244651,28.3950376,"Fast Food, Bakery",150,0,0,0,1,3.8,75
959,Subway,Faridabad,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500,0,0,0,2,3.5,143
960,Caf�� Bogchi,Faridabad,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650,0,1,0,2,4.1,153
961,Ashoka Restaurant,Faridabad,77.3203273,28.4104693,North Indian,400,0,0,0,1,2.9,43
962,Baskin Robbins,Faridabad,77.3201927,28.4107707,Ice Cream,300,0,1,0,1,2.9,4
963,China Hot Pot,Faridabad,77.3192063,28.4106963,"Chinese, Fast Food",400,0,0,0,1,2.5,25
964,Handi Chhadeyan Di,Faridabad,77.3185323,28.4106593,North Indian,400,0,0,0,1,3.1,26
965,Hungrill,Faridabad,77.3190765,28.4108198,"North Indian, Chinese, Continental",500,0,0,0,2,3.0,4
966,Kant Khana Khazana,Faridabad,77.318667,28.4106772,North Indian,250,0,0,0,1,3.4,22
967,Open Yard,Faridabad,77.3199015,28.4095652,"North Indian, Chinese, Continental",800,1,0,0,2,3.3,14
968,Recipe Badshah,Faridabad,0.0,0.0,North Indian,300,0,0,0,1,3.1,8
969,The Chai Cafe,Faridabad,77.3185772,28.4108878,"Cafe, Chinese",400,0,0,0,1,3.1,8
970,Apna Restaurant,Faridabad,77.3190262,28.4105451,North Indian,400,0,0,0,1,0.0,0
971,Chaudhary Chaap & Chinese,Faridabad,77.3187017,28.4106649,"Chinese, North Indian",300,0,0,0,1,0.0,0
972,Chings Chinese,Faridabad,77.3200132,28.4118307,Chinese,300,0,0,0,1,0.0,0
973,Food On Wheels,Faridabad,77.3202824,28.4120355,Chinese,300,0,0,0,1,0.0,0
974,Gulshan Hotel,Faridabad,77.3203273,28.4104693,North Indian,250,0,0,0,1,0.0,2
975,Maa Kali Foods,Faridabad,77.3196991,28.4104999,Chinese,250,0,0,0,1,0.0,0
976,The Street Kitchen,Faridabad,77.3185772,28.4107084,"North Indian, Chinese",400,0,0,0,1,0.0,0
977,United Kitchen,Faridabad,77.3189708,28.4120254,Fast Food,500,0,0,0,2,0.0,0
978,Eat N Treat,Faridabad,77.3266023,28.4101024,"Chinese, North Indian",400,0,0,0,1,2.8,20
979,Hotel Ekant,Faridabad,77.329167,28.4101795,"North Indian, Mughlai, Chinese",700,0,0,0,2,2.7,39
980,Momo-Cha,Faridabad,77.3288978,28.4106029,"North Indian, Chinese",600,0,1,0,2,2.7,56
981,Paradise Inn,Faridabad,77.3275764,28.4103725,"North Indian, Mughlai, Chinese",500,0,0,0,2,2.7,43
982,Red Chilli,Faridabad,77.326744,28.4099515,Chinese,300,0,0,0,1,2.8,9
983,Shiv Restaurant,Faridabad,77.3278324,28.4101647,North Indian,400,0,0,0,1,2.7,20
984,Sohan Sweets & Namkeen,Faridabad,77.3279106,28.4103306,Mithai,100,0,0,0,1,3.2,41
985,The Binge Box Cafe,Faridabad,77.3279106,28.4105998,Cafe,500,0,0,0,2,3.4,18
986,Tmos Moving Feast,Faridabad,77.32609671,28.4101156,"Chinese, North Indian",700,0,1,0,2,3.3,76
987,Tmos Cafe Corner,Faridabad,77.326227,28.409801,Cafe,700,1,1,0,2,0.0,1
988,Parkash Dhaba,Faridabad,77.3138205,28.417529,"North Indian, Chinese",200,0,0,0,1,3.0,6
989,Sanjha Chulha,Faridabad,77.3144487,28.4175882,"North Indian, Mughlai",700,0,1,0,2,3.3,219
990,Hareram Bikanerzaika,Faridabad,77.2969594,28.4304159,"Mithai, Street Food",200,0,0,0,1,2.8,11
991,Kulcha Paaji,Faridabad,77.2967664,28.4317132,Street Food,100,0,0,0,1,3.1,12
992,Shree Bikaner Misthan Bhandar,Faridabad,77.2964432,28.4301217,"Street Food, South Indian, Mithai",350,0,0,0,1,2.8,13
993,"The Hub - Gourmet, Bakers & More",Faridabad,0.0,0.0,"Bakery, Fast Food",200,0,0,0,1,3.0,7
994,Anand Dhaba,Faridabad,77.2963379,28.4298355,North Indian,200,0,0,0,1,0.0,1
995,Bikaneri Sweets & Restaurant,Faridabad,0.0,0.0,"Mithai, North Indian",250,0,0,0,1,0.0,0
996,Delicieux Ice Cream Rolls,Faridabad,77.2969354,28.4300562,"Ice Cream, Desserts, Beverages",400,0,0,0,1,0.0,1
997,Flying Tandoor,Faridabad,77.291919,28.4221037,"North Indian, Fast Food",300,0,0,0,1,0.0,3
998,Food Station,Faridabad,0.0,0.0,"North Indian, Mughlai, Chinese",400,0,0,0,1,0.0,0
999,Grub Hub,Faridabad,77.2964494,28.4296999,Asian,500,0,0,0,2,0.0,1
1000,Punjabi Chulha,Faridabad,77.2965369,28.4298396,North Indian,300,0,0,0,1,0.0,3
1001,Purani Dilli Da Swad,Faridabad,77.2966226,28.4301909,"Street Food, Fast Food",100,0,0,0,1,0.0,2
1002,The BBQ Garden,Faridabad,0.0,0.0,"North Indian, Seafood",700,1,0,0,2,0.0,0
1003,The Chaiwalas,Faridabad,77.3002223,28.4263417,Cafe,300,0,0,0,1,0.0,0
1004,Funk House Cafe,Faridabad,77.31297973,28.43892133,"Cafe, Italian, Salad",650,0,1,0,2,2.6,15
1005,Shiksha Fast Food,Faridabad,77.315069,28.4353341,"Fast Food, Chinese",200,0,0,0,1,2.9,5
1006,Hungry Head,Faridabad,77.3150688,28.4353375,"Street Food, Fast Food",200,0,0,0,1,0.0,0
1007,Tandoori Hut,Faridabad,0.0,0.0,North Indian,400,0,0,0,1,0.0,0
1008,Lalit Kathi Rolls Momos,Faridabad,77.3211256,28.4334516,Fast Food,100,0,0,0,1,3.1,9
1009,Tamasha In Tafree,Faridabad,77.3212535,28.4334249,Cafe,600,0,0,0,2,0.0,3
1010,Oh My!,Faridabad,0.0,0.0,"Chinese, Fast Food",300,0,0,0,1,0.0,2
1011,Butter & Grace,Faridabad,77.309147,28.446933,"North Indian, Chinese, Italian, Fast Food",700,0,1,0,2,3.1,7
1012,Green Chick Chop,Faridabad,77.317127,28.4465451,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.1,9
1013,Snacks Bar,Faridabad,77.315795,28.4452616,Chinese,350,0,0,0,1,2.9,4
1014,Ahata,Faridabad,77.31723889,28.44589444,North Indian,500,0,0,0,2,0.0,1
1015,Fritrolla,Faridabad,0.0,0.0,Desserts,300,0,0,0,1,0.0,0
1016,KitchenYard,Faridabad,0.0,0.0,North Indian,300,0,0,0,1,0.0,0
1017,Meghansh Bakery,Faridabad,77.3170515,28.4466361,"Bakery, Desserts",200,0,0,0,1,0.0,2
1018,Oh My !,Faridabad,77.3159508,28.4549967,"North Indian, Chinese",300,0,0,0,1,0.0,1
1019,The Dark Hour - Kitchen,Faridabad,0.0,0.0,Italian,350,0,0,0,1,0.0,1
1020,Anupama Sweets & Family Restaurant,Faridabad,77.3149118,28.4718644,"Mithai, North Indian, South Indian, Chinese, Fast Food",400,0,1,0,1,2.7,28
1021,Shree Rathnam,Faridabad,77.3107195,28.471413,"South Indian, North Indian, Chinese",800,0,0,0,2,2.7,29
1022,Bikaner Misthan Bhandar,Faridabad,77.3108138,28.471302,"Mithai, Street Food, Fast Food",150,0,0,0,1,0.0,0
1023,King's Kitchen,Faridabad,77.3108138,28.471302,"North Indian, Mughlai, Chinese",400,0,0,0,1,0.0,1
1024,Muradabadi Chicken Biryani Corner,Faridabad,77.3060306,28.4749127,Mughlai,500,0,0,0,2,0.0,0
1025,The Black Kettle,Faridabad,77.3105616,28.4711559,"Fast Food, Beverages",100,0,0,0,1,0.0,0
1026,Desi Tadka,Faridabad,77.30693936,28.48429689,"North Indian, Mughlai, Chinese",500,0,0,0,2,3.0,6
1027,Destination Live,Faridabad,77.3062811,28.4807864,"North Indian, Mughlai, Chinese",500,1,0,0,2,3.3,12
1028,Kay's Bake Land,Faridabad,77.3116575,28.480381,"Bakery, Desserts",150,0,0,0,1,3.1,19
1029,Kay's Food Land,Faridabad,77.3104099,28.4805482,"Bakery, Desserts",100,0,0,0,1,3.1,14
1030,Laziz Restaurant,Faridabad,77.30677778,28.48426667,"North Indian, Mughlai",600,0,0,0,2,2.8,11
1031,Le Chef Restro Bar,Faridabad,77.3104996,28.480467,"North Indian, Chinese",1000,1,0,0,3,2.7,70
1032,Republic of Chicken,Faridabad,77.3107689,28.4805821,"Raw Meats, Fast Food",400,0,0,0,1,3.1,18
1033,Tanishka Restaurant & Caterers,Faridabad,77.3113972,28.4805517,"North Indian, Chinese",300,0,0,0,1,2.9,14
1034,The Tandoori Times,Faridabad,77.3115506,28.4804188,North Indian,500,0,0,0,2,2.7,48
1035,Twist of Italy,Faridabad,77.3109543,28.4807634,"Chinese, Fast Food",350,0,0,0,1,3.6,52
1036,Aggarwal Sweets And Caterers,Faridabad,77.3066403,28.48420819,"Mithai, Street Food",100,0,0,0,1,0.0,1
1037,Biryani Bot,Faridabad,77.311746,28.4805778,Biryani,200,0,0,0,1,0.0,0
1038,Caf�� Kitchen,Faridabad,77.3114869,28.4808293,"North Indian, Chinese",300,0,0,0,1,0.0,0
1039,Evergreen Sweets & Restaurant,Faridabad,77.3106046,28.4803991,"North Indian, South Indian, Chinese, Fast Food",400,0,0,0,1,0.0,2
1040,Magic Spice Wok,Faridabad,77.3113363,28.4806939,"Chinese, Fast Food",300,0,0,0,1,0.0,0
1041,Magical Momos,Faridabad,77.3104099,28.4806379,Chinese,350,0,0,0,1,0.0,0
1042,Sam's Bake Shop,Faridabad,77.3103201,28.4808985,"Bakery, Fast Food",200,0,0,0,1,0.0,1
1043,Shri Bikaner Misthan Bhandar,Faridabad,77.3092797,28.4773757,"Mithai, Street Food",100,0,0,0,1,0.0,0
1044,Tasty Dhaba Family Restaurant,Faridabad,77.3060567,28.474531,"North Indian, Mughlai",400,0,0,0,1,0.0,0
1045,U & I,Faridabad,77.3056065,28.4807304,"North Indian, Chinese",500,0,0,0,2,0.0,0
1046,Cravings,Faridabad,77.28759091,28.46626355,"North Indian, Mughlai, Chinese",500,0,0,0,2,3.0,4
1047,Evergreen Tandoori Night,Faridabad,77.28919957,28.46191014,North Indian,550,0,0,0,2,0.0,3
1048,Prelibato,Faridabad,0.0,0.0,"Italian, North Indian",400,0,0,0,1,0.0,0
1049,Aravali Owls,Faridabad,0.0,0.0,"North Indian, Chinese",600,0,0,0,2,0.0,0
1050,Chicken Inn Family Meat Shop,Faridabad,77.30027778,28.46118611,"Raw Meats, Fast Food",300,0,0,0,1,0.0,1
1051,Mother's Kitchen,Faridabad,0.0,0.0,"North Indian, Chinese",300,0,0,0,1,0.0,0
1052,Domino's Pizza,Faridabad,77.3001795,28.4609554,"Pizza, Fast Food",700,0,0,0,2,2.9,10
1053,Green Chick Chop,Faridabad,77.2886873,28.460556,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.1,5
1054,Punjabi Culture,Faridabad,77.2978395,28.4622059,"North Indian, Mughlai",500,0,0,0,2,2.9,4
1055,Three Olives,Faridabad,77.30083365,28.46227858,"Italian, Fast Food",550,0,0,0,2,2.9,4
1056,Aggarwal's Bikaner Mishthan Bhandar,Faridabad,77.2847783,28.46117,"Mithai, South Indian, Chinese, Street Food",100,0,0,0,1,0.0,0
1057,Aravalli Owls,Faridabad,0.0,0.0,"North Indian, Chinese, Mughlai",400,0,0,0,1,0.0,0
1058,Chatny Delight,Faridabad,77.2988233,28.4621065,Fast Food,100,0,0,0,1,0.0,1
1059,Harmann Restaurant,Faridabad,77.29056667,28.46681111,"North Indian, South Indian, Chinese",350,0,0,0,1,0.0,3
1060,Kulcha King,Faridabad,77.2845595,28.4601453,North Indian,100,0,0,0,1,0.0,2
1061,Royal Bakers,Faridabad,77.2999207,28.4614258,Bakery,200,0,0,0,1,0.0,0
1062,Touch of Spice,Faridabad,77.29738433,28.46210674,"Chinese, North Indian",600,0,0,0,2,0.0,0
1063,Hunger Cure,Faridabad,77.2983871,28.4376977,"Fast Food, Chinese",700,0,0,0,2,3.2,47
1064,Sanjha Chulha,Faridabad,77.2983353,28.4375489,"North Indian, Mughlai",700,0,1,0,2,2.5,79
1065,Queens Cakes,Faridabad,77.2984265,28.4370903,Bakery,200,0,0,0,1,3.5,29
1066,Sri Meenakshi South Indian Food,Faridabad,77.2990075,28.4375707,South Indian,250,0,0,0,1,0.0,1
1067,Sardar A Pure Meat Shop,Faridabad,77.2670505,28.3959758,"Raw Meats, Fast Food, North Indian",150,0,0,0,1,0.0,0
1068,Invitation Restaurant,Faridabad,77.3239171,28.363238,"North Indian, South Indian, Chinese, Fast Food",500,0,1,0,2,2.7,17
1069,Kaushik Bakery,Faridabad,77.3241415,28.3632142,Bakery,200,0,0,0,1,3.0,9
1070,Rama Vaishnav Bhojnalaya,Faridabad,77.3259973,28.3638989,"North Indian, Chinese",250,0,0,0,1,3.0,7
1071,Shiv Saras Vyanjan,Faridabad,77.3282696,28.3691677,Mithai,100,0,0,0,1,2.9,5
1072,Shree Bikaner Misthan Bhandar,Faridabad,77.32705828,28.36942587,"Mithai, Bakery, Street Food, Chinese, South Indian",300,0,0,0,1,3.0,8
1073,Shree Bikaner Misthan Bhandar,Faridabad,77.3264093,28.3633036,"Mithai, Street Food",150,0,0,0,1,3.1,15
1074,Standard Family Restaurant,Faridabad,77.3260374,28.3633487,North Indian,450,0,0,0,1,2.9,16
1075,The Hunger End,Faridabad,77.3285388,28.3686544,"North Indian, Chinese",500,0,0,0,2,3.0,4
1076,Pizza Express,Faridabad,77.3262953,28.3630576,"Pizza, Fast Food",400,0,0,0,1,0.0,1
1077,Anupam Sweets & Restaurant,Faridabad,77.3396661,28.4087438,"North Indian, Chinese, Fast Food",450,0,1,0,1,3.0,10
1078,Caramel,Faridabad,77.33637929,28.40775168,"North Indian, Chinese, Continental",600,0,0,0,2,2.9,9
1079,Chaska Restaurant,Faridabad,77.3364513,28.4086778,"North Indian, Chinese",650,0,0,0,2,3.2,24
1080,Club Pizzeria,Faridabad,77.3397558,28.4085728,Pizza,550,0,1,0,2,3.4,19
1081,Gupha,Faridabad,77.34231301,28.41226833,"North Indian, Chinese",500,0,0,0,2,2.9,8
1082,Indian Gourmet,Faridabad,77.3409272,28.4081056,"North Indian, Chinese, Raw Meats",450,0,0,0,1,3.0,8
1083,Tandoori Zaaika's,Faridabad,77.336292,28.4102194,"North Indian, Chinese",500,0,1,0,2,3.2,39
1084,TCD Cake & Bake,Faridabad,77.3372048,28.4098256,"Bakery, Fast Food",300,0,0,0,1,3.1,10
1085,The Grill Darbar,Faridabad,77.33666,28.4080574,"North Indian, Mughlai, Chinese",500,0,0,0,2,3.3,17
1086,Urban Cuisine,Faridabad,77.3409826,28.4080719,"North Indian, Chinese, Mughlai",500,0,1,0,2,3.4,37
1087,Mister Mughal,Faridabad,77.3423218,28.4067402,Mughlai,600,0,1,0,2,3.5,33
1088,The Hub,Faridabad,77.3315619,28.3765371,"Bakery, Fast Food",200,0,0,0,1,3.1,9
1089,Bake Your Dreamz,Faridabad,0.0,0.0,"Bakery, Desserts",800,0,0,0,2,0.0,3
1090,Green Chilly Chinese Food,Faridabad,77.3328117,28.3764571,Chinese,300,0,0,0,1,0.0,2
1091,Mom's Kitchen,Faridabad,77.3299747,28.3763294,North Indian,450,0,0,0,1,0.0,1
1092,The Baking Treats N More,Faridabad,0.0,0.0,Bakery,300,0,0,0,1,0.0,0
1093,Twin Brothers,Faridabad,77.3167822,28.3865773,Fast Food,150,0,0,0,1,0.0,0
1094,Aggarwal Sweets Centre,Faridabad,77.2899232,28.4997177,"Mithai, Street Food, Chinese",100,0,0,0,1,2.9,4
1095,Bawarchi,Faridabad,77.29385857,28.49820594,"North Indian, Chinese, Mughlai",550,0,0,0,2,3.0,14
1096,D ART of Flavour,Faridabad,77.2937593,28.4982147,"North Indian, Chinese",500,0,0,0,2,2.8,13
1097,Italia Cafe by Aura,Faridabad,77.2903929,28.5000937,"Fast Food, Beverages",400,0,0,0,1,2.8,5
1098,Pizza Street,Faridabad,77.2903,28.50064,"Fast Food, Pizza",550,0,1,0,2,2.6,12
1099,Rock Cafe,Faridabad,77.2869976,28.4727738,"North Indian, Chinese, South Indian",550,0,0,0,2,3.0,8
1100,Sardaar Ji Chaap & Rolls,Faridabad,77.2896526,28.49916279,North Indian,300,0,0,0,1,3.1,7
1101,Spice Wok,Faridabad,77.2930411,28.4992231,"North Indian, Chinese",600,0,0,0,2,3.1,18
1102,Vrindavan Sweets & Restaurant,Faridabad,77.2902208,28.5002348,"North Indian, Chinese, South Indian, Fast Food",350,0,0,0,1,3.0,22
1103,Yummy Cake,Faridabad,0.0,0.0,Bakery,400,0,0,0,1,3.0,4
1104,Bikaner Sweets & Bakers,Faridabad,77.2940734,28.4938048,"Mithai, Street Food",100,0,0,0,1,0.0,0
1105,Burger Xpress,Faridabad,77.2921516,28.4989698,"Fast Food, Chinese, Burger",300,0,0,0,1,0.0,0
1106,Da Pizza Zone,Faridabad,77.2918806,28.4990357,Italian,500,0,0,0,2,0.0,0
1107,Finger Licious,Faridabad,77.2846781,28.4609284,Fast Food,300,0,0,0,1,0.0,0
1108,Med E Taste,Faridabad,77.2847168,28.4609545,Mediterranean,500,0,0,0,2,0.0,3
1109,Punjabii Tandoor,Faridabad,77.2997286,28.462227,"North Indian, Mughlai",500,0,0,0,2,0.0,3
1110,Shankar Sweets,Faridabad,77.29654722,28.49710833,"Mithai, Street Food",100,0,0,0,1,0.0,0
1111,Tasty Bites,Faridabad,77.2899124,28.4997138,"South Indian, Chinese, North Indian",200,0,0,0,1,0.0,2
